FACILITY_NAME,FACILITY_ID,USER_EMAIL,USER_ACTUAL_COMPANY_NAME,USER_ACTUAL_COMPANY_ID,USER_SCAC,USER_DATA
KD Test Facility,Rk1fMTA5Njk3NA==,kdcarrierchange@yopmail.com,Ayman Carrier,ayman-carrier,,"{'id': 41946, 'company_id': 'shipper-sera', 'actual_company_id': 'ayman-carrier', 'actual_company_name': 'Ayman Carrier', 'fm_user_id': 'cngnsbdsa9kouuiah6ag', 'email': 'kdcarrierchange@yopmail.com', 'name': 'kdcarrier changetest', 'roles': [{'id': '10762', 'name': 'Guest'}], 'scac': None, 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-03-01T07:05:17.021125Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-03-05T09:34:19.185991Z', 'last_updated_by': 'kdcarrier-changetest', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
dummy1,Rk1fMTEwMzYxNg==,temp12312@yopmail.com,AMDYSelfSignupCompany,amdyselfsignupcompany,[],"{'id': 42307, 'company_id': 'shipper-sera', 'actual_company_id': 'amdyselfsignupcompany', 'actual_company_name': 'AMDYSelfSignupCompany', 'fm_user_id': 'cnpjtelsa9kpc8707h0g', 'email': 'temp12312@yopmail.com', 'name': 'Arun AK', 'roles': [{'id': '11518', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-03-14T18:15:22.933162Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-03-14T18:15:22.933163Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
dummy1,Rk1fMTEwMzYxNg==,temp232@yopmail.com,AMDYSelfSignupCompany,amdyselfsignupcompany,[],"{'id': 42308, 'company_id': 'shipper-sera', 'actual_company_id': 'amdyselfsignupcompany', 'actual_company_name': 'AMDYSelfSignupCompany', 'fm_user_id': 'cnpjtrtsa9kpc8707h90', 'email': 'temp232@yopmail.com', 'name': 'Arun AK', 'roles': [{'id': '11518', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-03-14T18:16:15.673388Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-03-14T18:16:15.673388Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Activate new facility,Rk1fMTkxMzIy,vivintesting1531@mailinator.com,vivinselfsignupe34,vivinselfsignupe34,[],"{'id': 25991, 'company_id': 'shipper-sera', 'actual_company_id': 'vivinselfsignupe34', 'actual_company_name': 'vivinselfsignupe34', 'fm_user_id': 'cdquu1fn1jtd2sjqcja0', 'email': 'vivintesting1531@mailinator.com', 'name': 'vivintesting1530 mailinator', 'roles': [{'id': '5372', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-17T08:21:26.97764Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-17T08:21:26.97764Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Activate new facility,Rk1fMTkxMzIy,123@gmail.com,Mohan Test Carrier,mohan-test-carrier,[],"{'id': 39631, 'company_id': 'shipper-sera', 'actual_company_id': 'mohan-test-carrier', 'actual_company_name': 'Mohan Test Carrier', 'fm_user_id': 'cm76jotsa9kp6q0l11j0', 'email': '123@gmail.com', 'name': 'Mohanraj Pandiyan', 'roles': [{'id': '5372', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-12-29T06:40:37.07143Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-12-29T06:40:37.07143Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,selfsigning@mailinator.com,1104 Comp,1104-comp,,"{'id': 34267, 'company_id': 'shipper-sera', 'actual_company_id': '1104-comp', 'actual_company_name': '1104 Comp', 'fm_user_id': 'cjfl2qs2c0mr3q61br30', 'email': 'selfsigning@mailinator.com', 'name': 'self signing', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': None, 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-08-18T11:09:31.880218Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-02-29T14:28:03.224688Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,invite00909@mailinator.com,TES TRANSPORTATION,tes-transportation,,"{'id': 37323, 'company_id': 'shipper-sera', 'actual_company_id': 'tes-transportation', 'actual_company_name': 'TES TRANSPORTATION', 'fm_user_id': 'cgi3n9mham3osn5mrot0', 'email': 'invite00909@mailinator.com', 'name': 'test t1233', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': None, 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-08T06:27:12.618491Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-01-19T12:54:38.08822Z', 'last_updated_by': 'arunkarthi-t', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,selfsignup@mailinator.com,Test Carrier,test-carrier-2733,[],"{'id': 37318, 'company_id': 'shipper-sera', 'actual_company_id': 'test-carrier-2733', 'actual_company_name': 'Test Carrier', 'fm_user_id': 'cjfl06k2c0mr3q61bp70', 'email': 'selfsignup@mailinator.com', 'name': 'k k', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-08T04:42:39.6283Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-08T04:42:39.6283Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,invite0090967@mailinator.com,PPS1,pps1,[],"{'id': 37333, 'company_id': 'shipper-sera', 'actual_company_id': 'pps1', 'actual_company_name': 'PPS1', 'fm_user_id': 'cgi3pfeham3osn5mrqdg', 'email': 'invite0090967@mailinator.com', 'name': 'test t1233', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-08T08:51:40.293436Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-08T08:51:40.293436Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,arun@mailinator.com,1104 Comp,1104-comp,[],"{'id': 36269, 'company_id': 'shipper-sera', 'actual_company_id': '1104-comp', 'actual_company_name': '1104 Comp', 'fm_user_id': 'cjfkrss2c0mr3q61blo0', 'email': 'arun@mailinator.com', 'name': 'Arun karthi', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-10-18T07:32:40.097919Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-10-18T07:32:40.09792Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,testuserpagination@mailinator.com,Ayman Carrier,ayman-carrier,[],"{'id': 37222, 'company_id': 'shipper-sera', 'actual_company_id': 'ayman-carrier', 'actual_company_name': 'Ayman Carrier', 'fm_user_id': 'c690pa68g29djmec6mdg', 'email': 'testuserpagination@mailinator.com', 'name': 'TestUserPagination One', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-07T04:50:20.669151Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-07T04:50:20.669151Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,testuser678@mail.com,Carrier sera 123,carrier-sera-297,[],"{'id': 37234, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera-297', 'actual_company_name': 'Carrier sera 123', 'fm_user_id': 'cgpq6vmham3sf7d15nng', 'email': 'testuser678@mail.com', 'name': 'fname lname', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-07T07:06:47.644024Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-07T07:06:47.644024Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,vivin12345678903@mailinator.com,vivin12345678903,vivin12345678903,[],"{'id': 37273, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin12345678903', 'actual_company_name': 'vivin12345678903', 'fm_user_id': 'cdfqennn1jta25t40ci0', 'email': 'vivin12345678903@mailinator.com', 'name': 'vivin v12345678903', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-07T10:41:37.710993Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-07T10:41:37.710994Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,selfsignup1@mailinator.com,Arun Test Carrier,arun-test-carrier,[],"{'id': 37322, 'company_id': 'shipper-sera', 'actual_company_id': 'arun-test-carrier', 'actual_company_name': 'Arun Test Carrier', 'fm_user_id': 'cjfl0ms2c0mr3q61bpl0', 'email': 'selfsignup1@mailinator.com', 'name': 'self signup', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-08T06:01:29.259989Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-08T06:01:29.259989Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,plwtistim@yopmail.com,Shipper Sera 2,shipper-sera-2,[],"{'id': 42923, 'company_id': 'shipper-sera', 'actual_company_id': 'shipper-sera-2', 'actual_company_name': 'Shipper Sera 2', 'fm_user_id': 'co7t2mtsa9kv51vmupng', 'email': 'plwtistim@yopmail.com', 'name': 'plwtistimkd', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-05T10:24:27.378668Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-05T10:24:27.378668Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': 'peer', 'customer_id_permalink': 'shipper-sera-cust11546426378273', 'customer_name': 'CUST1_1546426378273'}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,plwtistim01@yopmail.com,Shipper Sera 2,shipper-sera-2,[],"{'id': 42924, 'company_id': 'shipper-sera', 'actual_company_id': 'shipper-sera-2', 'actual_company_name': 'Shipper Sera 2', 'fm_user_id': 'co7t3mtsa9kv51vmuqk0', 'email': 'plwtistim01@yopmail.com', 'name': 'testkd00123', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-05T10:26:35.179079Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-05T10:26:35.179079Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': 'ashok', 'customer_id_permalink': 'shipper-sera-custnewship', 'customer_name': 'CustNewShip'}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,fwkdtest002@yopmail.com,Shipper Sera 2,shipper-sera-2,[],"{'id': 42930, 'company_id': 'shipper-sera', 'actual_company_id': 'shipper-sera-2', 'actual_company_name': 'Shipper Sera 2', 'fm_user_id': 'co7u4ndsa9kvl5nd70fg', 'email': 'fwkdtest002@yopmail.com', 'name': 'Wefref', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-05T11:37:01.166467Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-05T11:37:01.166467Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': 'cust', 'customer_id_permalink': 'shipper-sera-custnewship', 'customer_name': 'CustNewShip'}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,abc@abbc.com,carruth's transport,carruths-transport,[],"{'id': 42912, 'company_id': 'shipper-sera', 'actual_company_id': 'carruths-transport', 'actual_company_name': ""carruth's transport"", 'fm_user_id': 'co7qu3tsa9krlhg6fnsg', 'email': 'abc@abbc.com', 'name': 'test', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-05T07:58:07.996769Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-05T07:58:07.996769Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,invite65789@yopmail.com,PINNACLE LOGISTICS SOLUTIONS,pinnacle-logistics-solutions,[],"{'id': 40560, 'company_id': 'shipper-sera', 'actual_company_id': 'pinnacle-logistics-solutions', 'actual_company_name': 'PINNACLE LOGISTICS SOLUTIONS', 'fm_user_id': 'cgn5le6ham3sf7cvnrpg', 'email': 'invite65789@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-01-19T11:16:52.218068Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-01-19T11:16:52.218069Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,aruntest1@yopmail.com,adamcarr,adamcarr,[],"{'id': 43134, 'company_id': 'shipper-sera', 'actual_company_id': 'adamcarr', 'actual_company_name': 'adamcarr', 'fm_user_id': 'cocebjdsa9kpb9cb48tg', 'email': 'aruntest1@yopmail.com', 'name': 'Arun karthi', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-12T07:42:05.71421Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-12T07:42:05.714211Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,arunkarthi13242@yopmail.com,AMDYSelfSignupCompany,amdyselfsignupcompany,[],"{'id': 43372, 'company_id': 'shipper-sera', 'actual_company_id': 'amdyselfsignupcompany', 'actual_company_name': 'AMDYSelfSignupCompany', 'fm_user_id': 'coghgmfbokgr0e4lji90', 'email': 'arunkarthi13242@yopmail.com', 'name': 'Arun karthi', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-18T12:55:53.645536Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-18T12:55:53.645536Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,arunkarthidfdsf@yopmail.com,AMDYSelfSignupCompany,amdyselfsignupcompany,[],"{'id': 43373, 'company_id': 'shipper-sera', 'actual_company_id': 'amdyselfsignupcompany', 'actual_company_name': 'AMDYSelfSignupCompany', 'fm_user_id': 'coghh2fbokgr0e4ljig0', 'email': 'arunkarthidfdsf@yopmail.com', 'name': 'Arun karthi', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-18T12:56:40.999571Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-18T12:56:40.999572Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,arunkarthidfdsf232@yopmail.com,AMDYSelfSignupCompany,amdyselfsignupcompany,[],"{'id': 43374, 'company_id': 'shipper-sera', 'actual_company_id': 'amdyselfsignupcompany', 'actual_company_name': 'AMDYSelfSignupCompany', 'fm_user_id': 'coghhkfbokgr0e4ljis0', 'email': 'arunkarthidfdsf232@yopmail.com', 'name': 'Arun karthi', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-18T12:57:53.282316Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-18T12:57:53.282317Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,arunkarthidfdsf213232@yopmail.com,AMDYSelfSignupCompany,amdyselfsignupcompany,[],"{'id': 43375, 'company_id': 'shipper-sera', 'actual_company_id': 'amdyselfsignupcompany', 'actual_company_name': 'AMDYSelfSignupCompany', 'fm_user_id': 'coghj07bokgr0e4ljjg0', 'email': 'arunkarthidfdsf213232@yopmail.com', 'name': 'Arun karthi', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-18T13:00:48.570211Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-18T13:00:48.570211Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
