FACILITY_NAME,FACILITY_ID,USER_EMAIL,USER_ACTUAL_COMPANY_NAME,USER_ACTUAL_COMPANY_ID,USER_SCAC,USER_DATA
FRA FAC,Rk1fMTA3NTU1MQ==,7c135837949@inactivemachine.com,Popla Inc,popla-inc,['AQLL'],"{'id': 35541, 'company_id': 'shipper-sera', 'actual_company_id': 'popla-inc', 'actual_company_name': 'Popla Inc', 'fm_user_id': 'cka6v942c0mqhcsa0img', 'email': '7c135837949@inactivemachine.com', 'name': 'Popla Poa', 'roles': [{'id': '8414', 'name': 'Guest'}], 'scac': ['AQLL'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-09-27T18:08:36.667138Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-09-27T18:12:47.153698Z', 'last_updated_by': 'popla-poa', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
FRA FAC,Rk1fMTA3NTU1MQ==,carriersera@mailinator.com,Carrier sera,carrier-sera,"['TL', 'TL1']","{'id': 35538, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c236qndlc538mj46dua0', 'email': 'carriersera@mailinator.com', 'name': 'carrier-sera', 'roles': [{'id': '8414', 'name': 'Guest'}], 'scac': ['TL', 'TL1'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '0001-01-01T00:00:00Z', 'created_by': '', 'last_updated_at': '2024-01-04T12:03:47.828054Z', 'last_updated_by': 'carriersera', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
FRA FAC,Rk1fMTA3NTU1MQ==,myselfsignup@yopmail.com,Carrier sera,carrier-sera,"['ARUNKARTHIT', 'NEW', 'YES']","{'id': 42375, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cnskbttsa9kpn1nt9hjg', 'email': 'myselfsignup@yopmail.com', 'name': 'self my', 'roles': [{'id': '8414', 'name': 'Guest'}], 'scac': ['ARUNKARTHIT', 'NEW', 'YES'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-03-19T07:59:51.783995Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-03-19T08:11:28.669915Z', 'last_updated_by': 'self-my', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
FRA FAC,Rk1fMTA3NTU1MQ==,testcarrierautocopyscac1@yopmail.com,testcarriercompanyAM,testcarriercompanyam,['SCAC'],"{'id': 36273, 'company_id': 'shipper-sera', 'actual_company_id': 'testcarriercompanyam', 'actual_company_name': 'testcarriercompanyAM', 'fm_user_id': 'cknpors2c0msa2tmr5k0', 'email': 'testcarrierautocopyscac1@yopmail.com', 'name': 'Auto copy scac 1', 'roles': [{'id': '8414', 'name': 'Guest'}], 'scac': ['SCAC'], 'carrier_type': 'CPU', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-10-18T08:52:58.817239Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-01-04T07:58:36.234155Z', 'last_updated_by': 'arunkarthi-t', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
FRA FAC,Rk1fMTA3NTU1MQ==,carriersera1@yopmail.com,Carrier sera,carrier-sera,['SCAC'],"{'id': 40700, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cmn2uttsa9kqc5n2l9vg', 'email': 'carriersera1@yopmail.com', 'name': 'carrier sera 1 YOP mail', 'roles': [{'id': '8414', 'name': 'Guest'}], 'scac': ['SCAC'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-01-22T09:03:51.412782Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-02-13T15:48:43.931251Z', 'last_updated_by': 'arunkarthi-t', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
FRA FAC,Rk1fMTA3NTU1MQ==,rakshanafk@gmail.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'scac1234', 'CAR-130360']","{'id': 40176, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c6f1n8u8g29dgt6lu9gg', 'email': 'rakshanafk@gmail.com', 'name': 'rakshana fk', 'roles': [{'id': '8414', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'scac1234', 'CAR-130360'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-01-10T10:01:32.079339Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:05.362652Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Facility Dummy,Rk1fMTA5NjM2NA==,carriersera@yopmail.com,Carrier sera,carrier-sera,"['SCAC1', 'SCAC', 'NEWSCAC', 'ARUN', 'KARTHI', 'ARUNKARTHI', '2345678']","{'id': 42309, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cka28p42c0mqhcs9qm8g', 'email': 'carriersera@yopmail.com', 'name': 'carrier sera YOP mail', 'roles': [{'id': '11519', 'name': 'Guest'}], 'scac': ['SCAC1', 'SCAC', 'NEWSCAC', 'ARUN', 'KARTHI', 'ARUNKARTHI', '2345678'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-03-14T19:49:05.029598Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:08.145616Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Facility 1,Rk1fMTA5Njc5Nw==,carriersera@mailinator.com,Carrier sera,carrier-sera,['SERASCAC'],"{'id': 41948, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c236qndlc538mj46dua0', 'email': 'carriersera@mailinator.com', 'name': 'carrier-sera', 'roles': [{'id': '11308', 'name': 'Guest'}], 'scac': ['SERASCAC'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-03-01T12:41:15.904999Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:13.832201Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
KD Test Facility,Rk1fMTA5Njk3NA==,carriersera@yopmail.com,Carrier sera,carrier-sera,"['XXXX', 'OAS', 'MNOP', 'PSG']","{'id': 41241, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cka28p42c0mqhcs9qm8g', 'email': 'carriersera@yopmail.com', 'name': 'carrier sera YOP mail', 'roles': [{'id': '10762', 'name': 'Guest'}], 'scac': ['XXXX', 'OAS', 'MNOP', 'PSG'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-02-07T07:26:54.217068Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-05T15:55:45.167205Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': 'ashok', 'customer_id_permalink': '', 'customer_name': ''}"
KD Test Facility,Rk1fMTA5Njk3NA==,mailtokdtest003@yopmail.com,Carrier sera,carrier-sera,['OMPH'],"{'id': 42014, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cnjciedsa9ktc6mkd380', 'email': 'mailtokdtest003@yopmail.com', 'name': 'mail2kd testing', 'roles': [{'id': '10762', 'name': 'Guest'}], 'scac': ['OMPH'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-03-05T07:26:49.334614Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-03-12T07:41:53.446957Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
KD Test Facility,Rk1fMTA5Njk3NA==,kdtest001carrier@yopmail.com,carrierscac,carrierscac,['XXX'],"{'id': 42220, 'company_id': 'shipper-sera', 'actual_company_id': 'carrierscac', 'actual_company_name': 'carrierscac', 'fm_user_id': 'cno03idsa9krnv4qg560', 'email': 'kdtest001carrier@yopmail.com', 'name': 'kdtest testing', 'roles': [{'id': '10762', 'name': 'Guest'}], 'scac': ['XXX'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-03-12T07:18:33.19345Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-03-12T07:25:20.213737Z', 'last_updated_by': 'kdtest-testing', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
PDT -25200 facility,Rk1fMTAxNjQ0,carriersera@mailinator.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'scac1234', 'CAR-130360']","{'id': 34947, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c236qndlc538mj46dua0', 'email': 'carriersera@mailinator.com', 'name': 'carrier-sera', 'roles': [{'id': '6592', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'scac1234', 'CAR-130360'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '0001-01-01T00:00:00Z', 'created_by': '', 'last_updated_at': '2023-09-06T06:27:11.560235Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1232,Rk1fMTEwMDU1MQ==,rakshanafk@gmail.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'scac1234', 'CAR-130360']","{'id': 42995, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c6f1n8u8g29dgt6lu9gg', 'email': 'rakshanafk@gmail.com', 'name': 'rakshana fk', 'roles': [{'id': '11972', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'scac1234', 'CAR-130360'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2024-04-07T16:22:30.812386Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:15.228675Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Nov Facility with alt addr,Rk1fMzQ5NDk0,carriersera@mailinator.com,Carrier sera,carrier-sera,['ABCD'],"{'id': 25878, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c236qndlc538mj46dua0', 'email': 'carriersera@mailinator.com', 'name': 'carrier-sera', 'roles': [{'id': '5336', 'name': 'Guest'}], 'scac': ['ABCD'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-10T11:02:13.262899Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-10T13:09:28.807821Z', 'last_updated_by': 'carriersera', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Nov Facility,Rk1fNDg0ODQ4,vivinduplicatecompanynewuser2@mailinator.com,Vivin Original Company,vivin-original-company,['VDCNU2'],"{'id': 26110, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdv247fn1jtd2sjsp72g', 'email': 'vivinduplicatecompanynewuser2@mailinator.com', 'name': 'Vivinduplicatecompany Newuser2', 'roles': [{'id': '5414', 'name': 'Guest'}], 'scac': ['VDCNU2'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-23T14:57:38.184568Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-23T20:25:34.317396Z', 'last_updated_by': 'vivinduplicatecompany-newuser-4', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Nov Facility,Rk1fNDg0ODQ4,vivinduplicatecompanynewuser1@mailinator.com,Vivin Original Company,vivin-original-company,['VDCNU1'],"{'id': 26107, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdv20fvn1jtd2sjsp57g', 'email': 'vivinduplicatecompanynewuser1@mailinator.com', 'name': 'Vivinduplicatecompany Newuser1', 'roles': [{'id': '5414', 'name': 'Guest'}], 'scac': ['VDCNU1'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-23T14:57:34.805459Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-23T15:42:55.521906Z', 'last_updated_by': 'vivinduplicatecompany-newuser', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Nov Facility,Rk1fNDg0ODQ4,vivinduplicatecompanynewuser3@mailinator.com,Vivin Original Company,vivin-original-company,['VDCNU3'],"{'id': 26113, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdv25nfn1jtd2sjsp7o0', 'email': 'vivinduplicatecompanynewuser3@mailinator.com', 'name': 'Vivinduplicatecompany Newuser3', 'roles': [{'id': '5414', 'name': 'Guest'}], 'scac': ['VDCNU3'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-23T14:57:42.087308Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-23T15:06:08.572384Z', 'last_updated_by': 'shippersera', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Nov Facility,Rk1fNDg0ODQ4,vivinoriginalcompany2@mailinator.com,Vivin Original Company,vivin-original-company,['VOCU1'],"{'id': 26117, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdh0oj7n1jt93kntmhg0', 'email': 'vivinoriginalcompany2@mailinator.com', 'name': 'VivinOriginalCompany User2', 'roles': [{'id': '5414', 'name': 'Guest'}], 'scac': ['VOCU1'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-23T15:07:43.075106Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-23T15:08:09.590006Z', 'last_updated_by': 'shippersera', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Nov Facility,Rk1fNDg0ODQ4,vivinoriginalcompany1@mailinator.com,Vivin Original Company,vivin-original-company,['VOCU1'],"{'id': 26116, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdh0o17n1jt93kntmh60', 'email': 'vivinoriginalcompany1@mailinator.com', 'name': 'VivinOriginalCompany User1', 'roles': [{'id': '5414', 'name': 'Guest'}], 'scac': ['VOCU1'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-23T15:07:41.678762Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-23T15:08:00.848388Z', 'last_updated_by': 'shippersera', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Nov Facility,Rk1fNDg0ODQ4,carriersera@mailinator.com,Carrier sera,carrier-sera,['SERASCAC'],"{'id': 26119, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c236qndlc538mj46dua0', 'email': 'carriersera@mailinator.com', 'name': 'carrier-sera', 'roles': [{'id': '5414', 'name': 'Guest'}], 'scac': ['SERASCAC'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-23T16:01:44.694364Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:18.496473Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,unverifiedcarrieruser0249@mailinator.com,unverified am carrier,unverified-am-carrier,['1343'],"{'id': 37320, 'company_id': 'shipper-sera', 'actual_company_id': 'unverified-am-carrier', 'actual_company_name': 'unverified am carrier', 'fm_user_id': 'c8j00o7gaqercrkbastg', 'email': 'unverifiedcarrieruser0249@mailinator.com', 'name': 'unverified carrieruser0249', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': ['1343'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '0001-01-01T00:00:00Z', 'created_by': '', 'last_updated_at': '2023-11-08T04:44:02.345256Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,ayman@mailinator.com,Ayman Carrier,ayman-carrier,['TESTSCAC'],"{'id': 35515, 'company_id': 'shipper-sera', 'actual_company_id': 'ayman-carrier', 'actual_company_name': 'Ayman Carrier', 'fm_user_id': 'c4jb1og09rifb92io4lg', 'email': 'ayman@mailinator.com', 'name': 'ayman hussain', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': ['TESTSCAC'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-09-27T04:18:51.966498Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:21.670678Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
